,mean,std
delaney_random,0.7534161806106567,0.0162057799456966
delaney_scaffold,0.4700397253036499,4.2146848510894035e-08
delaney_umap,0.6784425735473633,0.1043573684636766
freesolv_random,0.773451054096222,0.066459338531396
freesolv_scaffold,0.6467192053794861,0.0013311317715063
freesolv_umap,0.7853487014770508,0.0802334852749138
lipo_random,0.6644844651222229,0.0126057406244517
lipo_scaffold,0.5503971457481385,3.275545040138742e-07
lipo_umap,0.6927809476852417,0.07511032543303353
