,test/roc,test/f1,test/accuracy,test/prc
bbbp_umap_0,0.6458944082260132,0.9802371263504028,0.96138995885849,0.9780670404434204
bbbp_umap_1,0.8723541498184204,0.9722675085067748,0.9475308656692504,0.9811981916427612
bbbp_umap_2,0.8311874866485596,0.9768009781837464,0.9547619223594666,0.9858384728431702
bbbp_umap_3,0.8968207836151123,0.8840382099151611,0.84375,0.9393410086631776
bbbp_umap_4,0.848581075668335,0.9681528806686401,0.9402984976768494,0.9794856309890747
