,test/roc,test/f1,test/accuracy,test/prc
tox21_umap_0,0.8077785968780518,0.2078968584537506,0.9333242774009703,0.3376928567886352
tox21_umap_1,0.8058010339736938,0.2108157724142074,0.9399204254150392,0.3226016163825989
tox21_umap_2,0.8811091184616089,0.2610778510570526,0.9598960280418396,0.3770472705364227
tox21_umap_3,0.8721358776092529,0.2401091456413269,0.965360701084137,0.3375971019268036
tox21_umap_4,0.8215955495834351,0.26875001192092896,0.9321463704109192,0.3905755579471588
