,test/rmse,test/mae,test/r2
freesolv_umap_0,0.7036562561988831,0.5032088160514832,0.7024452090263367
freesolv_umap_1,0.6806754469871521,0.470966100692749,0.7189726829528809
freesolv_umap_2,0.3542007207870483,0.2663636803627014,0.7947999835014343
freesolv_umap_3,0.3069990873336792,0.2284150421619415,0.8227335810661316
freesolv_umap_4,0.6939414739608765,0.48069843649864197,0.730000913143158
