,test/rmse,test/mae,test/r2
lipo_umap_0,0.4649245738983154,0.3687102794647217,0.4688524007797241
lipo_umap_1,0.3886854946613312,0.3001459538936615,0.7807825803756714
lipo_umap_2,0.4234523475170135,0.3330515623092651,0.5257998108863831
lipo_umap_3,0.3760932087898254,0.2891021370887756,0.8494945168495178
lipo_umap_4,0.4151432514190674,0.32396093010902405,0.6802613735198975
