,test/roc,test/f1,test/accuracy,test/prc
sider_umap_0,0.8203244805335999,0.809850811958313,0.7620740532875061,0.8532286882400513
sider_umap_1,0.8368191719055176,0.8341485857963562,0.7838494181632996,0.8770217895507812
sider_umap_2,0.8272656202316284,0.8192853927612305,0.7689942717552185,0.8600485920906067
sider_umap_3,0.836715579032898,0.8219461441040039,0.7755696177482605,0.8616733551025391
sider_umap_4,0.8376204967498779,0.8198326230049133,0.7748860120773315,0.8606319427490234
