,test/rmse,test/mae,test/r2
delaney_umap_0,1.1024367809295654,0.8879339694976807,0.659055769443512
delaney_umap_1,1.0229690074920654,0.7963111996650696,0.6563949584960938
delaney_umap_2,0.8506450057029724,0.6703382134437561,0.8593149781227112
delaney_umap_3,1.025329828262329,0.8395216464996338,0.6202038526535034
delaney_umap_4,1.2171157598495483,0.9788698554039001,0.5972433090209961
