,test/roc,test/f1,test/accuracy,test/prc
hiv_umap_0,0.6212780475616455,0.0906148850917816,0.9686068892478944,0.0769256204366684
hiv_umap_1,0.805297315120697,0.4798301458358764,0.9687100648880004,0.4599285125732422
hiv_umap_2,0.8049212098121643,0.5126475691795349,0.9670392274856568,0.4647386968135834
hiv_umap_3,0.7950774431228638,0.4768946468830108,0.9669005870819092,0.4353012144565582
hiv_umap_4,0.8503761887550354,0.44078946113586426,0.9759138822555542,0.44447270035743713
