,test/roc,test/f1,test/accuracy,test/prc
tox21_random_0,0.8659464120864868,0.4104013442993164,0.933089554309845,0.4917429387569427
tox21_random_1,0.8911750912666321,0.4430157840251922,0.9384008646011353,0.5453571081161499
tox21_random_2,0.885673999786377,0.3913894295692444,0.9401116967201232,0.5050023198127747
tox21_random_3,0.8657318353652954,0.3982521891593933,0.9383079409599304,0.4860989451408386
tox21_random_4,0.8830866813659668,0.40047675371170044,0.9359765648841858,0.500720739364624
