,test/rmse,test/mae,test/r2
delaney_random_0,0.9685094356536864,0.7610902190208435,0.7528671026229858
delaney_random_1,1.0268510580062866,0.7727652788162231,0.7340531349182129
delaney_random_2,0.969145894050598,0.7372581362724304,0.7503798007965088
delaney_random_3,1.0829797983169556,0.8120314478874207,0.7790809869766235
delaney_random_4,1.0686843395233154,0.785938560962677,0.7506998777389526
