,test/rmse,test/mae,test/r2
freesolv_random_0,1.9997296333312988,1.5283849239349363,0.6631858348846436
freesolv_random_1,1.842152714729309,1.4046680927276611,0.8227403163909912
freesolv_random_2,1.6767864227294922,1.313330888748169,0.8113719820976257
freesolv_random_3,1.84273099899292,1.4300458431243896,0.7587510943412781
freesolv_random_4,1.7967437505722046,1.460881233215332,0.811206042766571
