,test/roc,test/f1,test/accuracy,test/prc
bbbp_random_0,0.9126571416854858,0.9295352101325988,0.8848039507865906,0.973757803440094
bbbp_random_1,0.9210621118545532,0.932721734046936,0.8921568393707275,0.9724156260490416
bbbp_random_2,0.9298174381256104,0.9312977194786072,0.8897058963775635,0.972830057144165
bbbp_random_3,0.91330087184906,0.9290123581886292,0.8872548937797546,0.9641757011413574
bbbp_random_4,0.9306778907775879,0.936170220375061,0.8970588445663452,0.9753444790840149
