,SPECTRA_parameter,train_size,test_size,cross_split_overlap,test/roc,test/f1,test/accuracy,test/prc
sider_spectra_tanimoto_0.20_1,0.2,174,44,0.0499974021091015,0.9077240228652954,0.8264058828353882,0.8207070827484131,0.9010284543037416
sider_spectra_tanimoto_0.20_2,0.2,169,43,0.0502379917342109,0.8923449516296387,0.8229665160179138,0.8087855577468872,0.9069699048995972
sider_spectra_tanimoto_0.25_0,0.25,130,33,0.0366304503892396,0.9399290084838868,0.8418367505073547,0.860830545425415,0.92753404378891
sider_spectra_tanimoto_0.25_1,0.25,127,32,0.0405026690536904,0.9094094038009644,0.8083028197288513,0.8182870149612427,0.8897932767868042
sider_spectra_tanimoto_0.25_2,0.25,134,34,0.044320084815634,0.9109445214271544,0.8432989716529846,0.8344226479530334,0.9076485633850098
sider_spectra_tanimoto_0.30_0,0.3,111,28,0.0352533494421785,0.8942012786865234,0.7972789406776428,0.8029100298881531,0.8747086524963379
sider_spectra_tanimoto_0.30_1,0.3,112,29,0.0298105529874909,0.9147213101387024,0.7916666865348816,0.8212004899978638,0.8741179704666138
sider_spectra_tanimoto_0.30_2,0.3,109,28,0.0326318980685838,0.928607940673828,0.8355437517166138,0.8359788656234741,0.925612211227417
sider_spectra_tanimoto_0.35_0,0.35,92,24,0.0346922539920206,0.919336199760437,0.8540372848510742,0.854938268661499,0.8994673490524292
sider_spectra_tanimoto_0.35_1,0.35,96,25,0.0241604336035395,0.9487332105636596,0.8566610217094421,0.8740741014480591,0.9369298219680786
sider_spectra_tanimoto_0.35_2,0.35,97,25,0.0291430639531704,0.9483662247657776,0.8492706418037415,0.8622221946716309,0.9503387808799744
sider_spectra_tanimoto_0.40_0,0.4,76,20,0.0302559469896505,0.9181091785430908,0.8345864415168762,0.8370370268821716,0.9099826216697692
sider_spectra_tanimoto_0.40_1,0.4,80,21,0.0253000781391221,0.923647165298462,0.7882882952690125,0.8342151641845703,0.8793810606002808
sider_spectra_tanimoto_0.40_2,0.4,72,19,0.0240858622820237,0.9415029287338256,0.7951807379722595,0.8674464225769043,0.8887982368469238
sider_spectra_tanimoto_0.45_0,0.45,68,18,0.021612127160904,0.925794780254364,0.8215767741203308,0.8230452537536621,0.9144197702407836
sider_spectra_tanimoto_0.45_1,0.45,65,17,0.0205884395212443,0.9664991497993468,0.9060150384902954,0.8910675644874573,0.9709653854370116
sider_spectra_tanimoto_0.45_2,0.45,68,17,0.0239546875251845,0.9719195365905762,0.9032257795333862,0.901960790157318,0.972393035888672
sider_spectra_tanimoto_0.50_0,0.5,62,16,0.0189989224577199,0.949335515499115,0.8636363744735718,0.875,0.9342796206474304
sider_spectra_tanimoto_0.50_1,0.5,65,17,0.0192691196396622,0.9849173426628112,0.9384615421295166,0.93028324842453,0.988133430480957
sider_spectra_tanimoto_0.50_2,0.5,61,16,0.0181248612547041,0.9521114826202391,0.8502673506736755,0.8703703880310059,0.9418445825576782
sider_spectra_tanimoto_0.55_0,0.55,51,13,0.0150270669092841,0.9436002373695374,0.8732394576072693,0.8717948794364929,0.9373961687088012
sider_spectra_tanimoto_0.55_1,0.55,56,14,0.0161924592915672,0.9531956911087036,0.8666666746139526,0.8835979104042053,0.949960231781006
sider_spectra_tanimoto_0.55_2,0.55,52,14,0.0163604435878253,0.948662281036377,0.875,0.8677248954772949,0.9535312652587892
sider_spectra_tanimoto_0.60_0,0.6,45,12,0.0174007263343167,0.8977599143981934,0.7136563658714294,0.7993826866149902,0.8413574695587158
sider_spectra_tanimoto_0.60_1,0.6,50,13,0.0152414725171976,0.9559649229049684,0.8634920716285706,0.8774929046630859,0.9425816535949708
sider_spectra_tanimoto_0.60_2,0.6,48,13,0.015943708996011,0.9701908230781556,0.8831169009208679,0.8974359035491943,0.9628479480743408
sider_spectra_tanimoto_0.65_0,0.65,41,11,0.0112466082313419,0.9737868309020996,0.9072847962379456,0.9057239294052124,0.9734156727790833
sider_spectra_tanimoto_0.65_1,0.65,46,12,0.0126301694860595,0.9618894457817078,0.8721804618835449,0.895061731338501,0.9321433901786804
sider_spectra_tanimoto_0.65_2,0.65,48,12,0.0135501452562244,0.9700627326965332,0.8735632300376892,0.8981481194496155,0.9564583897590636
sider_spectra_tanimoto_0.70_0,0.7,40,10,0.0086457383863749,0.9749563336372375,0.8571428656578064,0.9222221970558168,0.933586835861206
sider_spectra_tanimoto_0.70_1,0.7,38,10,0.0043234382209801,0.9795454740524292,0.9464285969734192,0.9555555582046508,0.96889990568161
sider_spectra_tanimoto_0.70_2,0.7,36,10,0.0089801240375578,0.9794261455535888,0.9017857313156128,0.9185185432434082,0.969505786895752
sider_spectra_tanimoto_0.75_0,0.75,37,10,0.0062767952687267,0.9747811555862428,0.9076923131942748,0.9111111164093018,0.9719973802566528
sider_spectra_tanimoto_0.75_1,0.75,36,10,0.0046161374348168,0.9922143220901488,0.9343065619468688,0.9666666388511658,0.9820777177810668
sider_spectra_tanimoto_0.75_2,0.75,36,10,0.0081831154644863,0.9636666774749756,0.9103448390960692,0.9037036895751952,0.9751087427139282
sider_spectra_tanimoto_0.80_0,0.8,32,8,0.0029947549061668,0.9972744584083556,0.9740259647369384,0.9814814925193788,0.994901180267334
sider_spectra_tanimoto_0.80_1,0.8,34,9,0.004636602470581,1.0,0.9655172228813172,0.9753086566925048,1.0
sider_spectra_tanimoto_0.80_2,0.8,32,9,0.0100705357274507,0.8465149402618408,0.7192118167877197,0.7654321193695068,0.7117763757705688
sider_spectra_tanimoto_0.85_0,0.85,30,8,0.0053934808395733,0.9720964431762696,0.8734177350997925,0.9074074029922484,0.9526962637901306
sider_spectra_tanimoto_0.85_1,0.85,32,8,0.0010313830092133,0.9891648888587952,0.9195402264595032,0.9675925970077516,0.9725178480148317
sider_spectra_tanimoto_0.85_2,0.85,30,8,0.0027234534525843,0.9928996562957764,0.9513513445854188,0.9583333134651184,0.9902253746986388
sider_spectra_tanimoto_0.90_0,0.9,28,7,0.0002061640982923,0.9781075716018676,0.774193525314331,0.92592591047287,0.906614065170288
sider_spectra_tanimoto_0.90_1,0.9,28,7,0.0009004164533933,0.994092345237732,0.9380530714988708,0.9629629850387572,0.9855453968048096
sider_spectra_tanimoto_0.90_2,0.9,26,7,0.0017147499153196,0.9845799207687378,0.9044585824012756,0.920634925365448,0.977124273777008
sider_spectra_tanimoto_0.95_0,0.95,22,6,0.0008417508417508,0.993092954158783,0.9369369149208068,0.9567901492118835,0.98714280128479
sider_spectra_tanimoto_0.95_1,0.95,23,6,0.0,0.9991426467895508,0.9514563083648682,0.9691358208656312,0.9982349276542664
sider_spectra_tanimoto_0.95_2,0.95,19,5,0.0024449915609854,0.9822221994400024,0.90625,0.9555555582046508,0.9179630875587464
sider_spectra_tanimoto_1.00_0,1.0,22,6,0.0,0.992580771446228,0.9411764740943908,0.9629629850387572,0.9839183688163756
sider_spectra_tanimoto_1.00_1,1.0,21,6,0.0,0.99903804063797,0.9841269850730896,0.9876543283462524,0.9985331296920776
sider_spectra_tanimoto_1.00_2,1.0,20,6,0.0,0.9996031522750854,0.9767441749572754,0.9876543283462524,0.9988658428192139
