,test/rmse,test/mae,test/r2
freesolv_scaffold_0,0.6900966763496399,0.546817421913147,0.7184468507766724
freesolv_scaffold_1,0.6902029514312744,0.5470489263534546,0.7189096808433533
freesolv_scaffold_2,0.6889960765838623,0.5450990796089172,0.720453143119812
freesolv_scaffold_3,0.689052939414978,0.5451707243919373,0.7213970422744751
freesolv_scaffold_4,0.6890759468078613,0.5452001094818115,0.7214274406433105
