,test/rmse,test/mae,test/r2
delaney_scaffold_0,0.5602585673332214,0.4415228962898254,0.6718721985816956
delaney_scaffold_1,0.5602585673332214,0.4415228962898254,0.6718721985816956
delaney_scaffold_2,0.5602585673332214,0.4415229260921478,0.6718721985816956
delaney_scaffold_3,0.5602585673332214,0.4415228962898254,0.6718721985816956
delaney_scaffold_4,0.5602585673332214,0.44152289628982544,0.6718721985816956
