,test/roc,test/f1,test/accuracy,test/prc
hiv_scaffold_0,0.7695800065994263,0.2602739632129669,0.9737353920936584,0.2094190716743469
hiv_scaffold_1,0.7695800065994263,0.2602739632129669,0.9737353920936584,0.2094190418720245
hiv_scaffold_2,0.7695800065994263,0.2602739632129669,0.9737353920936584,0.2094190567731857
hiv_scaffold_3,0.7695800065994263,0.2602739632129669,0.9737353920936584,0.2094190567731857
hiv_scaffold_4,0.7695800065994263,0.2602739632129669,0.9737353920936584,0.20941905677318573
