,test/roc,test/f1,test/accuracy,test/prc
clintox_scaffold_0,0.9835068583488464,0.946127951145172,0.945945918560028,0.984347939491272
clintox_scaffold_1,0.9835068583488464,0.946127951145172,0.945945918560028,0.984347939491272
clintox_scaffold_2,0.9835068583488464,0.946127951145172,0.945945918560028,0.984347939491272
clintox_scaffold_3,0.9835068583488464,0.946127951145172,0.945945918560028,0.984347939491272
clintox_scaffold_4,0.9835068583488464,0.9461279511451721,0.9459459185600281,0.984347939491272
