,test/roc,test/f1,test/accuracy,test/prc
tox21_scaffold_0,0.7982645034790039,0.2852330207824707,0.9108980298042296,0.3659561276435852
tox21_scaffold_1,0.7982645630836487,0.2852330207824707,0.9108980298042296,0.3659561276435852
tox21_scaffold_2,0.7982645034790039,0.2852330207824707,0.9108980298042296,0.3659561276435852
tox21_scaffold_3,0.7982645630836487,0.2852330207824707,0.9108980298042296,0.3659561276435852
tox21_scaffold_4,0.7982645630836487,0.2852330207824707,0.9108980298042297,0.3659561276435852
