,test/roc,test/f1,test/accuracy,test/prc
sider_scaffold_0,0.8337302207946777,0.8279765248298645,0.7795907855033875,0.8611217737197876
sider_scaffold_1,0.8337302803993225,0.8279765248298645,0.7795907855033875,0.8611217737197876
sider_scaffold_2,0.8337303400039673,0.8279765248298645,0.7795907855033875,0.8611218333244324
sider_scaffold_3,0.8337303400039673,0.8279765248298645,0.7795907855033875,0.8611217737197876
sider_scaffold_4,0.8337303400039673,0.8279765248298645,0.7795907855033875,0.8611217737197876
