,test/rmse,test/mae,test/r2
lipo_scaffold_0,0.7812032699584961,0.6081343293190002,0.5503969192504883
lipo_scaffold_1,0.7812032103538513,0.6081344485282898,0.5503968000411987
lipo_scaffold_2,0.7812032103538513,0.608134388923645,0.5503970384597778
lipo_scaffold_3,0.7812032103538513,0.6081343293190002,0.5503975749015808
lipo_scaffold_4,0.7812032103538513,0.6081343293190002,0.5503973960876465
