,dataset,silhouette_score
0,bbbp_0,0.5525422692298889
1,bbbp_1,0.5685000419616699
2,bbbp_2,0.4997853636741638
3,bbbp_3,0.48265689611434937
4,bbbp_4,0.4861244559288025
